Respiratory_Seq_ID,External_ID,Date,Site,Adenovirus,Bocavirus,Coronavirus,Enterovirus,Metapneumovirus,Parainfluenza,Parechovirus,RSV,Rhinovirus,Rubulavirus,Influenza,Polyomavirus,SARS-CoV-2
I47876,AWW5(2),220126,ASUT01,0.0,5.665674586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14828.70714
I47877,AWW6(2),220126,ASUT02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.5105713
I57540,AWW16(2),220210,ASUT04,39.70875681,4104.3792593,769.8706385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6478.689063
I57541,AWW17(2),220210,ASUT03,0.0,0.0,1454.743548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.973941228
I57542,AWW18(2),220216,ASUT01,575.7744932,0.0,2127.5769741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4424.113414,0.0,563.7450167
I57543,AWW19(2),220216,ASUT02,0.0,10.40397719,103.3461734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.38781495
I57544,AWW20(2),220216,ASUT03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.4148744
I57545,AWW21(2),220216,ASUT04,0.0,12.652536058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.33917621
I57546,AWW22(2),220216,ASUT05,3.185406591,528.51204349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.919956041
I57547,AWW23(2),220216,ASUT06,72731.027654879,0.0,1467.90203908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.7414826
I57548,AWW24(2),220216,ASUT07,1.386364166,15.665915072999999,152.915967497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.75910647
I57549,AWW25(2),220216,ASUT08,110.5501377,0.913637502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,801.2600888
I57550,AWW26(2),220216,ASUT09,0.0,0.0,7.001402614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38611.06842
I57551,AWW27(2),220222,ASUT01,0.0,0.0,52.87494088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.7354135
I57552,AWW28(2),220222,ASUT05,274.2878459,8.424555268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39183978
I57553,AWW29(2),220222,ASUT06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.227307594
I57554,AWW30(2),220222,ASUT02,85.42021558,65.50630029300001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.29366328
I57555,AWW31(2),220222,ASUT04,0.0,144.23175097,369.4998211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.439207177
I57556,AWW32(2),220222,ASUT03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.49812515,4.926131155
